,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
53,1.2231942653656005,0.025897076248217948,0.005060672760009766,0.000504050867203068,squared_error,0.1,absolute_error,15,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'absolute_error', 'n_estimators': 15}",0.043626245887006254,0.031898939288518946,0.028026242079476016,0.033790873171077984,0.037450146892979985,0.03495848946381184,0.005293743232080303,47
54,0.44459028244018556,0.013323263125461424,0.0029996395111083984,0.0003179822331149613,squared_error,0.1,huber,5,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 5}",0.022782398934636516,0.014144309165375457,0.016296562656616498,0.014880383445821432,0.027168014882039015,0.019054333816897785,0.005076727203625899,59
55,1.0366744518280029,0.0575015434965869,0.0038536548614501952,0.00017096288617443218,squared_error,0.1,huber,10,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 10}",0.05271935950499684,0.03854370058162304,0.039479954901601055,0.040484366855165654,0.048614355820088995,0.043968347532695115,0.005654665115847877,45
56,1.324608278274536,0.09372272371670091,0.004388427734375,0.0004888307610422801,squared_error,0.1,huber,15,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 15}",0.12879971652741495,0.07263575474218764,0.05542256872794438,0.09706571026400435,0.11113445565024027,0.09301164118235832,0.026282211982500223,39
57,0.38728041648864747,0.01635887823353835,0.0026068687438964844,0.0006010923804127661,squared_error,0.1,quantile,5,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 5}",0.5992995968725132,0.6058321112671348,0.5797069932325805,0.546823865708836,0.5638424318770737,0.5791009997916277,0.02189767180411648,31
58,0.7412337779998779,0.021004589243759333,0.002804851531982422,0.0005065597718310797,squared_error,0.1,quantile,10,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 10}",0.8302225667877214,0.8490648527271671,0.8291316822145454,0.8056720148080448,0.8104701655705256,0.8249122564216009,0.015544206277613984,13
59,1.1060505867004395,0.02247980367823298,0.004012918472290039,0.000346911685752168,squared_error,0.1,quantile,15,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 15}",0.8879249441582996,0.9071303816971726,0.9045091344230649,0.8845712351937338,0.8802304925542802,0.8928732376053101,0.010880331859961385,5
60,0.3503824234008789,0.02319957614966048,0.00305790901184082,0.00043400193617014894,squared_error,0.15,squared_error,5,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'squared_error', 'n_estimators': 5}",0.7678720352510899,0.729249026978825,0.7271465963607051,0.7327358269129478,0.7325169443255624,0.7379040859658261,0.015129070095196347,19
61,0.6917958736419678,0.022963367710590963,0.0034016132354736327,0.00020450014198008064,squared_error,0.15,squared_error,10,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'squared_error', 'n_estimators': 10}",0.9018495897904769,0.8787663095454538,0.8851576352049978,0.8831627164142961,0.8900486678713584,0.8877969837653167,0.00790621893171015,8
62,0.990352725982666,0.03597679964847106,0.004020118713378906,0.00029657586929971293,squared_error,0.15,squared_error,15,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'squared_error', 'n_estimators': 15}",0.9261007688204529,0.9151446511771828,0.9311969787923519,0.9153376637932796,0.9306489818597214,0.9236858088885977,0.0071186850499943026,2
63,0.39906063079833987,0.015015476763690583,0.0031365871429443358,0.0006161427385264225,squared_error,0.15,absolute_error,5,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'absolute_error', 'n_estimators': 5}",0.01066511986794183,0.010101548107455227,0.004447985885399519,0.001281684827195928,0.007416190784860999,0.006782505894570701,0.0035270754203958594,63
64,0.800340986251831,0.023853401667040336,0.0035968780517578124,0.00037167572636851733,squared_error,0.15,absolute_error,10,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'absolute_error', 'n_estimators': 10}",0.042500744044911665,0.028073753899763743,0.026772123816957927,0.03166011748757669,0.0360432223916356,0.033009992328169126,0.005733663196199425,51
65,1.160397434234619,0.035755941866537404,0.004107189178466797,0.0006859751316407281,squared_error,0.15,absolute_error,15,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'absolute_error', 'n_estimators': 15}",0.15036442816657325,0.0972305892159252,0.04676651496078377,0.05629680714956753,0.06020548099790313,0.08217276409815058,0.03816430347454731,43
66,0.4181809902191162,0.013235379589728029,0.0026955604553222656,0.0003973394513309011,squared_error,0.15,huber,5,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'huber', 'n_estimators': 5}",0.03625377628083404,0.03401192564932065,0.03183550833983628,0.035485904744674945,0.036595143813602404,0.03483645176565366,0.0017440814450180241,49
67,0.8334466457366944,0.019214927182633436,0.0035127639770507813,0.0007058600110848885,squared_error,0.15,huber,10,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'huber', 'n_estimators': 10}",0.08964869095346728,0.07288838524874741,0.05933006794667672,0.10067895017898831,0.12498389884379024,0.08950599863433399,0.022672752272665932,41
68,1.2430119514465332,0.04981370825373753,0.004509258270263672,0.00031702734252999704,squared_error,0.15,huber,15,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'huber', 'n_estimators': 15}",0.7458174999543533,0.4922284594609967,0.49415312175971404,0.44035887588148237,0.44940389415300064,0.5243923702419094,0.1128387496334693,34
69,0.37129225730896,0.010153710424996968,0.0028954505920410155,0.0006607962232563037,squared_error,0.15,quantile,5,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'quantile', 'n_estimators': 5}",0.7604869886444305,0.7460815834721712,0.720553669771378,0.6994039002143769,0.6816912480020212,0.7216434780208756,0.028975874454871257,22
70,0.8124795913696289,0.05303120207927283,0.004841232299804687,0.0012657213042108523,squared_error,0.15,quantile,10,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'quantile', 'n_estimators': 10}",0.8919735482664437,0.8948391640065042,0.908491541504747,0.8679741946398094,0.8507380063311304,0.8828032909497269,0.020673299935479852,11
71,1.1419655799865722,0.04838761560453727,0.0029088973999023436,0.0006513824640382305,squared_error,0.15,quantile,15,"{'criterion': 'squared_error', 'learning_rate': 0.15, 'loss': 'quantile', 'n_estimators': 15}",0.8864331118110859,0.9166088399083553,0.9283069362571944,0.8854497912771792,0.8710044449521439,0.8975606248411918,0.02137238727463355,3
